,gdasCont,kor,kor_num,keyword,gdasScrVal,mbrNo,goodsNm
7306,바를 때는 매트한 느낌이 아닌데 다 바르고 나며 매트하게 딱 고정돼요 그래서 픽싱 틴트인가봐요 저는 봄웜 추정인데 색깔 잘 받습니다 이거 베이스로 바르고 좀 더 쨍한 거 안에 발라주면 굿,바를 때는 매트한 느낌이 아닌데 다 바르고 나며 매트하게 딱 고정돼요 그래서 픽싱 틴트인가봐요 저는 봄웜 추정인데 색깔 잘 받습니다 이거 베이스로 바르고 좀 더 쨍한 거 안에 발라주면 굿,8.0,픽싱 색깔 추정 고정 틴트 매트 베이스 느낌,10.0,M0000014337486,[NEW컬러출시]에뛰드 픽싱 틴트(로즈라일락)
7307,발색은 좋은데 피부색에 어울리지 않아서 두 가지를 섞어 바르며 사용하고 있어요  입술이 많이 건조한 편이라 립밤은 꼭 같이 바르고 있어요 ,발색은 좋은데 피부색에 어울리지 않아서 두 가지를 섞어 바르며 사용하고 있어요  입술이 많이 건조한 편이라 립밤은 꼭 같이 바르고 있어요 ,6.0,피부색 건조 립밤 입술 가지 사용,8.0,M0000021501889,[NEW컬러출시]에뛰드 픽싱 틴트(로즈라일락)
7308,발색은 좋은데 피부색에 어울리지 않아서 두 가지를 섞어 바르며 사용하고 있어요  입술이 많이 건조한 편이라 립밤은 꼭 같이 바르고 있어요 ,발색은 좋은데 피부색에 어울리지 않아서 두 가지를 섞어 바르며 사용하고 있어요  입술이 많이 건조한 편이라 립밤은 꼭 같이 바르고 있어요 ,6.0,피부색 건조 립밤 입술 가지 사용,8.0,M0000021501889,[NEW컬러출시]에뛰드 픽싱 틴트(로즈라일락)
7309,지속력은 그동안 사용해본 틴트중에 최고입니당 덧발라도 너무 딥하지 않아서 좋아요  근데 바를수록 입술이 너무 너무 건조해지고 각질이 생기네용 ㅠㅠ,지속력은 그동안 사용해본 틴트중에 최고입니당 덧발라도 너무 딥하지 않아서 좋아요  근데 바를수록 입술이 너무 너무 건조해지고 각질이 생기네용 ㅠㅠ,8.0,틴트 입술 각질 건조 그동안 사용 지속 최고,10.0,M0000010210592,[NEW컬러출시]에뛰드 픽싱 틴트(로즈라일락)
7310,지속력도 좋고 색상도 마음에 들어서 항상 다른 립제품 사용하다가도 자꾸 찾게되는 제품이에요  나가기 전에 바르면 수정이 필요없어요,지속력도 좋고 색상도 마음에 들어서 항상 다른 립제품 사용하다가도 자꾸 찾게되는 제품이에요  나가기 전에 바르면 수정이 필요없어요,6.0,제품 색상 수정 사용 마음 지속,10.0,M0000018125966,[NEW컬러출시]에뛰드 픽싱 틴트(로즈라일락)
7311,오래 갈 줄 알았는데 생각보다 지속력이 짧아서 아쉬웠지만 색상은 나쁘지 않은 것 같아요  ,오래 갈 줄 알았는데 생각보다 지속력이 짧아서 아쉬웠지만 색상은 나쁘지 않은 것 같아요  ,3.0,색상 지속 생각,6.0,M0000018407109,[NEW컬러출시]에뛰드 픽싱 틴트(로즈라일락)
7312,발색 좋고 유지력도 좋아요 각질부각도 많이 없어서 데일리로 잘 써요,발색 좋고 유지력도 좋아요 각질부각도 많이 없어서 데일리로 잘 써요,4.0,데일리 각질 부각 유지,10.0,M0000017392132,[NEW컬러출시]에뛰드 픽싱 틴트(로즈라일락)
7313,한두번 바르기엔 색이 너무 연해서 덧바르다 보면 살짝 밀리면서 요플에현상일어나요 ㅜㅜ 그뒤에 빠르게 착색이 되긴 하지만 손으로 문질러줘야 금방 스며드는거 같네여 ㅜㅜ 그래도 색이 예뻐서 잘 썼습미다,한두번 바르기엔 색이 너무 연해서 덧바르다 보면 살짝 밀리면서 요플에현상일어나요 ㅜㅜ 그뒤에 빠르게 착색이 되긴 하지만 손으로 문질러줘야 금방 스며드는거 같네여 ㅜㅜ 그래도 색이 예뻐서 잘 썼습미다,4.0,착색 요플에 현상 썼습미,10.0,M0000010275904,[NEW컬러출시]에뛰드 픽싱 틴트(로즈라일락)
7314,발색도 가격도 텍스쳐도 무난한 제품이에요  립을 깜빡하고 외출해서 샀는데 나쁘지 않았어요 ,발색도 가격도 텍스쳐도 무난한 제품이에요  립을 깜빡하고 외출해서 샀는데 나쁘지 않았어요 ,4.0,제품 외출 텍스 가격,10.0,M0000004108835,[NEW컬러출시]에뛰드 픽싱 틴트(로즈라일락)
7315,좋아용      잘쓰고 잇어요 색 예뻐요 ㅎㅎㅎ     굿굿,좋아용      잘쓰고 잇어요 색 예뻐요 ㅎㅎㅎ     굿굿,0.0,,10.0,M0000017848553,[NEW컬러출시]에뛰드 픽싱 틴트(로즈라일락)
7316,에뛰드 픽싱 틴트를 좋아해서 다른 색도 한번 구매해봤는데 만족해요,에뛰드 픽싱 틴트를 좋아해서 다른 색도 한번 구매해봤는데 만족해요,5.0,구매 만족 틴트 에뛰드 픽싱,10.0,M0000011180732,[NEW컬러출시]에뛰드 픽싱 틴트(로즈라일락)
7317,마스크에 안 묻는다고 하지만 그래도 조금 묻어 있을거예요 뭐 피할 수 없어요ㅠㅠ색깔이 예쁘고 밥 먹고 나서 많이 없어지지 않아서 좋아요,마스크에 안 묻는다고 하지만 그래도 조금 묻어 있을거예요 뭐 피할 수 없어요ㅠㅠ색깔이 예쁘고 밥 먹고 나서 많이 없어지지 않아서 좋아요,2.0,색깔 마스크,8.0,M0000017900906,[NEW컬러출시]에뛰드 픽싱 틴트(로즈라일락)
7318,마스크 안에 사용하기 좋다고 해서 사봤는데  저는 괜찮은것 갵은데   더 많에 사용해 봐야지 알겠네요,마스크 안에 사용하기 좋다고 해서 사봤는데  저는 괜찮은것 갵은데   더 많에 사용해 봐야지 알겠네요,2.0,마스크 사용,6.0,M0000021944043,[NEW컬러출시]에뛰드 픽싱 틴트(로즈라일락)
7319,잘 안 지워진다고ㅜ해서 샀는데 음식 먹으면 바로 묻어나요   ㅋㅋ 뭐 먹을 때마다 다시 발라줍니다,잘 안 지워진다고ㅜ해서 샀는데 음식 먹으면 바로 묻어나요   ㅋㅋ 뭐 먹을 때마다 다시 발라줍니다,1.0,음식,8.0,M0000011271206,[NEW컬러출시]에뛰드 픽싱 틴트(로즈라일락)
7320,여자친구 선물로 같이 구매 했어요  그래서 리뷰로 쓸말이 없네요,여자친구 선물로 같이 구매 했어요  그래서 리뷰로 쓸말이 없네요,5.0,선물 리뷰 여자 친구 구매,10.0,M0000021125139,[NEW컬러출시]에뛰드 픽싱 틴트(로즈라일락)
7321,픽싱이 잘 되서 오래가더라구요 색깔도 너무 예뻐서 만족합니다,픽싱이 잘 되서 오래가더라구요 색깔도 너무 예뻐서 만족합니다,3.0,만족 픽싱 색깔,10.0,M0000004270421,C06
7322,지속이 오래가고 각질 부각이 적어서 너무 좋아요 제가 제일 좋아하는 색이에용 쿨톤 추천,지속이 오래가고 각질 부각이 적어서 너무 좋아요 제가 제일 좋아하는 색이에용 쿨톤 추천,4.0,부각 지속 각질 추천,10.0,M0000011021687,[NEW컬러출시]에뛰드 픽싱 틴트(로즈라일락)
7323,이런 제형 틴트 중에서 파데랑 안뭉치는 틴트는 처음 보는 것 같아요  지속력도 엄청 좋아요 ,이런 제형 틴트 중에서 파데랑 안뭉치는 틴트는 처음 보는 것 같아요  지속력도 엄청 좋아요 ,4.0,틴트 처음 파데 지속,10.0,M0000015629848,[NEW컬러출시]에뛰드 픽싱 틴트(로즈라일락)
7324,                                             ,                                             ,0.0,,10.0,M0000021001252,[NEW컬러출시]에뛰드 픽싱 틴트(로즈라일락)
7325,봄웜보단 가을웜 뮤트 딥 분들이 베이스로 쓰기 더 잘맞아요 봄웜이 베이스로 바르기엔    좀 어두운느낌,봄웜보단 가을웜 뮤트 딥 분들이 베이스로 쓰기 더 잘맞아요 봄웜이 베이스로 바르기엔    좀 어두운느낌,4.0,가을 느낌 뮤트 베이스,10.0,M0000018605856,[NEW컬러출시]에뛰드 픽싱 틴트(로즈라일락)
7326,픽싱력 그저 그렇고 저는 살짝 겉돌아요 건조해서 그런지 몰라도 시간 지나면 지저분해져요,픽싱력 그저 그렇고 저는 살짝 겉돌아요 건조해서 그런지 몰라도 시간 지나면 지저분해져요,3.0,건조 시간 픽싱력,6.0,M0000004056730,"C13"""
7327,진짜 처음에는 촉촉한데 매트해지는 이 느낌 너무 좋고 진짜 발색력 오져요 진짜 너무 이뻐요 진짜 핑크 코랄 느낌 너무 이뻐요         ,진짜 처음에는 촉촉한데 매트해지는 이 느낌 너무 좋고 진짜 발색력 오져요 진짜 너무 이뻐요 진짜 핑크 코랄 느낌 너무 이뻐요         ,5.0,처음 매트 핑크 코랄 느낌,10.0,M0000021562145,[NEW컬러출시]에뛰드 픽싱 틴트(로즈라일락)
7328,에뛰드 픽싱틴트 쿨톤 중 발색 젤 맘에 들고 제일 선호하는 컬러,에뛰드 픽싱틴트 쿨톤 중 발색 젤 맘에 들고 제일 선호하는 컬러,5.0,픽싱 틴트 컬러 에뛰드 선호,10.0,M0000020791416,C03
7329,저한텐 너무 핑크핑크했어요   좀 더 어둡길 바랐는데ㅠㅠㅠ,저한텐 너무 핑크핑크했어요   좀 더 어둡길 바랐는데ㅠㅠㅠ,1.0,핑크,10.0,M0000021434682,[NEW컬러출시]에뛰드 픽싱 틴트(로즈라일락)
7330,겨쿨이면 무조건 사세요 ㅠㅠ 색깔 넘 예쁘고 이름이 픽싱틴트인만큼 진짜 오래가고 잘 안지워져요 ㄹㅇ 넘 예쁨,겨쿨이면 무조건 사세요 ㅠㅠ 색깔 넘 예쁘고 이름이 픽싱틴트인만큼 진짜 오래가고 잘 안지워져요 ㄹㅇ 넘 예쁨,6.0,겨쿨 픽싱 틴트 이름 조건 색깔,10.0,M0000021292068,[NEW컬러출시]에뛰드 픽싱 틴트(로즈라일락)
7331,픽싱도 좋고 지속력이 좋아요 마스크에 묻어남이 없어요 개인차임,픽싱도 좋고 지속력이 좋아요 마스크에 묻어남이 없어요 개인차임,4.0,픽싱 마스크 지속 개인차,10.0,M0000017608248,[NEW컬러출시]에뛰드 픽싱 틴트(로즈라일락)
7332,살짝 매트하긴 한데 건조한 날에는 밤에 챕스틱을 듬뿍 바르고 담날 바르면 각질 일어나는거 없이 좋아요 ,살짝 매트하긴 한데 건조한 날에는 밤에 챕스틱을 듬뿍 바르고 담날 바르면 각질 일어나는거 없이 좋아요 ,4.0,매트 챕스틱 건조 각질,10.0,M0000010048324,[NEW컬러출시]에뛰드 픽싱 틴트(로즈라일락)
7333,첨으로 로즈라일락 사봤는데 화사하니 이쁘네요  봄에 맞는 발색이예요 ,첨으로 로즈라일락 사봤는데 화사하니 이쁘네요  봄에 맞는 발색이예요 ,2.0,로즈 라일락,10.0,M0000010048324,[NEW컬러출시]에뛰드 픽싱 틴트(로즈라일락)
7334,손등 발색과 입술 발색이 좀 차이가 있긴 했지만 다른 제품이랑 레이어링 해서 발랐을 때 지속력   발색이 좋았던 제품입니다  매트립 찾고 계시면 추천드립니다 ,손등 발색과 입술 발색이 좀 차이가 있긴 했지만 다른 제품이랑 레이어링 해서 발랐을 때 지속력   발색이 좋았던 제품입니다  매트립 찾고 계시면 추천드립니다 ,8.0,입술 제품 손등 추천 레이어 매트 차이 지속,10.0,M0000011297005,"C09"""
7335,다른컬러 사용하다 새로나와서 사봤는데   발림성도 이상하고 색깔도 쿨톤이라고 하기에 샀더니 영   너무 매트해서 각직 부각 너무 심해요,다른컬러 사용하다 새로나와서 사봤는데   발림성도 이상하고 색깔도 쿨톤이라고 하기에 샀더니 영   너무 매트해서 각직 부각 너무 심해요,7.0,색깔 컬러 이상 발림 매트 부각 사용,10.0,M0000010034873,[NEW컬러출시]에뛰드 픽싱 틴트(로즈라일락)
7336,로즈블렌딩 컬러만 세번째 구매입니다  제형 너무 맘에 들고 색도 이뻐요,로즈블렌딩 컬러만 세번째 구매입니다  제형 너무 맘에 들고 색도 이뻐요,3.0,컬러 구매 로즈블렌딩,10.0,M0000010122417,[NEW컬러출시]에뛰드 픽싱 틴트(로즈라일락)
7337,I had a lot of hopes for the Etude house fixing tint bc it was raved during lockdown that it didn t budge over a mask  However it did  It didn t last as long and it transferred on my masks  I had three colors and they all seemed to do the same  It s not as long lasting as it s marketed by other people but it s still a good mid lipstick,                                                                             ,0.0,,8.0,M0000003658219,C04
7338,지속력이 좋다길래 뭔가했더니 엄청매트하게 발리는 립이네요 얇게바르면 자연스럽게 오래가는 듯 해요,지속력이 좋다길래 뭔가했더니 엄청매트하게 발리는 립이네요 얇게바르면 자연스럽게 오래가는 듯 해요,4.0,매트 지속 자연 발리,8.0,M0000003006547,[NEW컬러출시]에뛰드 픽싱 틴트(로즈라일락)
7339,픽싱틴트 컬러가 맘에 들어서 구매했는데 부드럽게 잘 발리고 지속도 꽤 되는 것 같아서 좋아요  ,픽싱틴트 컬러가 맘에 들어서 구매했는데 부드럽게 잘 발리고 지속도 꽤 되는 것 같아서 좋아요  ,5.0,컬러 구매 픽싱 틴트 지속,10.0,M0000000947626,C09
7340,저는 퍼스널컬러가 여름뮤트인데 너무 쿨한 색상도 너무 웜한 색상도 안 어울리는 미지근한  톤이 괜찮은데 미드나잇 모브가 웜 쿨의 경계가 확실하지 않고 애매한 색이라 웜쿨 가리지 않고 다 두루두루 잘 쓸 수 있는 색인거 같아요 진짜 넘 이쁘고 저한테 어울리는 립색 별로 없는데 이건 색도 넘 이쁘고 지속력도 좋고 묻어남이 별로 없어서 재구매했어요,저는 퍼스널컬러가 여름뮤트인데 너무 쿨한 색상도 너무 웜한 색상도 안 어울리는 미지근한  톤이 괜찮은데 미드나잇 모브가 웜 쿨의 경계가 확실하지 않고 애매한 색이라 웜쿨 가리지 않고 다 두루두루 잘 쓸 수 있는 색인거 같아요 진짜 넘 이쁘고 저한테 어울리는 립색 별로 없는데 이건 색도 넘 이쁘고 지속력도 좋고 묻어남이 별로 없어서 재구매했어요,9.0,색상 여름뮤트 퍼스널 컬러 모브 구매 경계 미드나잇 지속,10.0,M0000011690656,"C07"""
7341,지속력이 최고입니다  색도 쿨톤에 어울리는 색이라서 재구매 아이템입니다 ,지속력이 최고입니다  색도 쿨톤에 어울리는 색이라서 재구매 아이템입니다 ,4.0,최고 아이템 구매 지속,10.0,M0000013551273,[NEW컬러출시]에뛰드 픽싱 틴트(로즈라일락)
7342,여름뮤트인데 미드나잇모브컬러 아주 이뻐용 ㅎㅎㅎ 약간 웜한데 오히려 좋습니다 ,여름뮤트인데 미드나잇모브컬러 아주 이뻐용 ㅎㅎㅎ 약간 웜한데 오히려 좋습니다 ,1.0,여름뮤트,10.0,M0000004663751,"C06"""
7343,인생 틴트입니다 이 색상만 일년째 쓰고 있어요 세일할때 믿고 구매하세요,인생 틴트입니다 이 색상만 일년째 쓰고 있어요 세일할때 믿고 구매하세요,5.0,구매 세일 색상 틴트 인생,10.0,M0000014942736,[NEW컬러출시]에뛰드 픽싱 틴트(로즈라일락)
7344,매트하고 픽싱도 좋고 지속력이 좋아요 마스크에 묻어남이 없어요 개인차임  쿨톤웜톤 상관없이 써도 좋아요,매트하고 픽싱도 좋고 지속력이 좋아요 마스크에 묻어남이 없어요 개인차임  쿨톤웜톤 상관없이 써도 좋아요,6.0,쿨톤웜톤 픽싱 마스크 매트 지속 개인차,10.0,M0000017608248,[NEW컬러출시]에뛰드 픽싱 틴트(로즈라일락)
7345,작년에 이 틴트만 사용햤을만큼 인생템이라 재구매했습니다  부드럽게 잘 발리고 발색도 이뻐서 애용합니다  ,작년에 이 틴트만 사용햤을만큼 인생템이라 재구매했습니다  부드럽게 잘 발리고 발색도 이뻐서 애용합니다  ,6.0,구매 사용 애용 작년 틴트 인생,10.0,M0000014942736,[NEW컬러출시]에뛰드 픽싱 틴트(로즈라일락)
7346,올영 직원 분이 마스크에 잘 묻어나지 않은다고 추천해서 구매했어요  확실히 매트하게 마무리 되는 것 같아 만족스러워요 ,올영 직원 분이 마스크에 잘 묻어나지 않은다고 추천해서 구매했어요  확실히 매트하게 마무리 되는 것 같아 만족스러워요 ,7.0,만족 추천 매트 마스크 구매 마무리 직원,8.0,M0000003922731,[NEW컬러출시]에뛰드 픽싱 틴트(로즈라일락)
7347,민카롱 보다가 충동구매했는대 저랑은 그닥 안어울려서 잘 안쓰긴 해요 그래듀 가끔 쿨톤메이크업 하면 ㄱㅊ은거같가조,민카롱 보다가 충동구매했는대 저랑은 그닥 안어울려서 잘 안쓰긴 해요 그래듀 가끔 쿨톤메이크업 하면 ㄱㅊ은거같가조,6.0,충동 구매 메이크업 그래 은거같가조 민카,10.0,M0000010111605,[NEW컬러출시]에뛰드 픽싱 틴트(로즈라일락)
7348,스모키 체리 수분감은 거의 없는 편이지만 그래서 지속력이 좋아요,스모키 체리 수분감은 거의 없는 편이지만 그래서 지속력이 좋아요,4.0,지속 수분 스모키 체리,10.0,M0000014842098,[NEW컬러출시]에뛰드 픽싱 틴트(로즈라일락)
