mbrNo,goodsNm,gdasScrVal,dispRegDate
M0000013657835,아이디얼 포맨 프레시 올인원 기획 (본품150ml+50ml 증정),10.0,2023.02.26
M0000011187210,아이디얼 포맨 프레시 올인원 기획 (본품150ml+50ml 증정),10.0,2023.02.25
M0000003908041,아이디얼 포맨 프레시 올인원 기획 (본품150ml+50ml 증정),10.0,2023.02.25
M0000010164055,아이디얼 포맨 프레시 올인원 기획 (본품150ml+50ml 증정),10.0,2023.02.25
M0000012743456,아이디얼 포맨 프레시 올인원 기획 (본품150ml+50ml 증정),10.0,2023.02.24
M0000011262063,C05,10.0,필리밀리 손톱깎이 (S)
M0000013199056,C02,10.0,필리밀리 손톱깎이 (S)
M0000001521071,C09,10.0,0
M0000013541762,필리밀리 손톱깎이 (S),10.0,2023.04.24
M0000003608942,필리밀리 손톱깎이 (S),10.0,2023.04.24
M0000018820019,필리밀리 손톱깎이 (S),10.0,2023.04.24
M0000019223579,C05,10.0,eunseo****
M0000011933345,필리밀리 손톱깎이 (S),10.0,2023.04.23
M0000003737016,C09,10.0,0
M0000018397926,필리밀리 손톱깎이 (S),10.0,2023.04.22
M0000014601129,C03,10.0,0
M0000014601129,C03,10.0,0
M0000001941683,C03,10.0,0
M0000012898838,C04,10.0,ththdg****
M0000012372628,필리밀리 손톱깎이 (S),10.0,2023.04.20
M0000004181478,필리밀리 손톱깎이 (S),10.0,2023.04.20
M0000014336484,필리밀리 손톱깎이 (S),10.0,2023.04.19
M0000014336484,필리밀리 손톱깎이 (S),10.0,2023.04.19
M0000003510417,필리밀리 손톱깎이 (S),10.0,2023.04.19
M0000011671482,필리밀리 손톱깎이 (S),8.0,2023.04.19
M0000004491685,C05,10.0,0
M0000013803802,필리밀리 손톱깎이 (S),10.0,2023.04.18
M0000018405051,필리밀리 손톱깎이 (S),10.0,2023.04.17
M0000010505588,"C09""",10.0,N
M0000002925901,필리밀리 손톱깎이 (S),10.0,2023.04.17
M0000003294139,필리밀리 손톱깎이 (S),10.0,2023.04.17
M0000003023347,C02,10.0,필리밀리 손톱깎이 (S)
M0000010227091,필리밀리 손톱깎이 (S),8.0,2023.04.16
M0000003648958,필리밀리 손톱깎이 (S),2.0,2023.04.16
M0000017304538,필리밀리 손톱깎이 (S),10.0,2023.04.16
M0000012696268,필리밀리 손톱깎이 (S),10.0,2023.04.15
M0000010261627,필리밀리 손톱깎이 (S),4.0,2023.04.15
M0000004579143,필리밀리 손톱깎이 (S),10.0,2023.04.14
M0000010536508,필리밀리 손톱깎이 (S),10.0,2023.04.13
M0000010536508,필리밀리 손톱깎이 (S),10.0,2023.04.13
M0000016279017,필리밀리 손톱깎이 (S),10.0,2023.04.12
M0000013016641,C08,10.0,0
M0000021497900,"C11""",10.0,N
M0000021195536,필리밀리 손톱깎이 (S),10.0,2023.04.12
M0000010812243,C04,8.0,0
M0000002250203,C09,10.0,0
M0000013454853,필리밀리 손톱깎이 (S),10.0,2023.04.11
M0000014201340,필리밀리 손톱깎이 (S),8.0,2023.04.11
M0000016249467,필리밀리 손톱깎이 (S),10.0,2023.04.11
M0000011797177,"C06""",10.0,N
M0000003990442,필리밀리 손톱깎이 (S),10.0,2023.04.11
M0000021186090,필리밀리 손톱깎이 (S),10.0,2023.04.11
M0000004306835,필리밀리 손톱깎이 (S),10.0,2023.04.11
M0000010793180,C02,10.0,"C09"""
M0000003930238,필리밀리 손톱깎이 (S),6.0,2023.04.10
M0000010275239,C06,10.0,ysi****
M0000003907269,필리밀리 손톱깎이 (S),10.0,2023.04.09
M0000018477278,필리밀리 손톱깎이 (S),6.0,2023.04.09
M0000019669079,필리밀리 손톱깎이 (S),10.0,2023.04.08
M0000010546911,필리밀리 손톱깎이 (S),8.0,2023.04.08
M0000003799809,필리밀리 손톱깎이 (S),10.0,2023.04.08
M0000018025252,필리밀리 손톱깎이 (S),10.0,2023.04.08
M0000020642227,C05,10.0,gt****
M0000012597736,필리밀리 손톱깎이 (S),10.0,2023.04.07
M0000002966304,필리밀리 손톱깎이 (S),2.0,2023.04.07
M0000004498622,필리밀리 손톱깎이 (S),8.0,2023.04.06
M0000015737454,필리밀리 손톱깎이 (S),10.0,2023.04.06
M0000014731402,C06,6.0,0
M0000012111043,C09,10.0,0
M0000020331394,필리밀리 손톱깎이 (S),10.0,2023.04.05
M0000014341672,필리밀리 손톱깎이 (S),10.0,2023.04.05
M0000012967274,필리밀리 손톱깎이 (S),10.0,2023.04.04
M0000018777244,필리밀리 손톱깎이 (S),10.0,2023.04.04
M0000003623618,필리밀리 손톱깎이 (S),6.0,2023.04.04
M0000022011525,C06,8.0,0
M0000019930496,필리밀리 손톱깎이 (S),10.0,2023.04.03
M0000019322479,필리밀리 손톱깎이 (S),10.0,2023.04.03
M0000021495505,필리밀리 손톱깎이 (S),10.0,2023.04.03
M0000012092326,필리밀리 손톱깎이 (S),10.0,2023.04.02
M0000010464331,필리밀리 손톱깎이 (S),10.0,2023.04.02
M0000021484151,필리밀리 손톱깎이 (S),10.0,2023.04.02
M0000017334491,필리밀리 손톱깎이 (S),10.0,2023.04.02
M0000004200138,C05,10.0,eok****
M0000000200624,필리밀리 손톱깎이 (S),10.0,2023.04.02
M0000021956643,필리밀리 손톱깎이 (S),10.0,2023.04.01
M0000016132872,필리밀리 손톱깎이 (S),10.0,2023.04.01
M0000004166436,필리밀리 손톱깎이 (S),10.0,2023.03.31
M0000013796884,C06,10.0,rkdu****
M0000004620155,C08,10.0,0
M0000012346980,필리밀리 손톱깎이 (S),10.0,2023.03.31
M0000012927264,필리밀리 손톱깎이 (S),10.0,2023.03.31
M0000020954428,필리밀리 손톱깎이 (S),10.0,2023.03.31
M0000010299799,C07,10.0,hiyahi****
M0000003660903,C07,10.0,0
M0000017149614,필리밀리 손톱깎이 (S),8.0,2023.03.29
M0000010122417,필리밀리 손톱깎이 (S),10.0,2023.03.29
M0000012092326,필리밀리 손톱깎이 (S),10.0,2023.03.29
M0000012759130,필리밀리 손톱깎이 (S),10.0,2023.03.28
M0000018192804,필리밀리 손톱깎이 (S),8.0,2023.03.27
M0000000453855,C05,8.0,0
M0000016812732,필리밀리 손톱깎이 (S),10.0,2023.03.27
M0000004378956,C04,10.0,0
M0000003645575,필리밀리 손톱깎이 (S),8.0,2023.03.26
M0000001947102,C05,10.0,0
M0000013710477,필리밀리 손톱깎이 (S),10.0,2023.03.26
M0000020459845,필리밀리 손톱깎이 (S),10.0,2023.03.25
M0000013541762,필리밀리 손톱깎이 (S),10.0,2023.03.24
M0000000418340,필리밀리 손톱깎이 (S),10.0,2023.03.24
M0000002670154,필리밀리 손톱깎이 (S),10.0,2023.03.24
M0000000785480,필리밀리 손톱깎이 (S),10.0,2023.03.24
M0000012737354,C02,10.0,0
M0000021514087,필리밀리 손톱깎이 (S),8.0,2023.03.23
M0000017623429,필리밀리 손톱깎이 (S),10.0,2023.03.23
M0000002853480,필리밀리 손톱깎이 (S),10.0,2023.03.23
M0000002638822,C05,10.0,0
M0000004507243,"C08""",10.0,N
M0000017432897,필리밀리 손톱깎이 (S),10.0,2023.03.21
M0000004181478,필리밀리 손톱깎이 (S),10.0,2023.03.21
M0000021405259,필리밀리 손톱깎이 (S),10.0,2023.03.20
M0000002089248,C02,10.0,필리밀리 손톱깎이 (S)
M0000010201644,필리밀리 손톱깎이 (S),10.0,2023.03.18
M0000012372628,필리밀리 손톱깎이 (S),10.0,2023.03.17
M0000014309792,필리밀리 손톱깎이 (S),8.0,2023.03.16
M0000010503972,필리밀리 손톱깎이 (S),10.0,2023.03.16
M0000014415552,필리밀리 손톱깎이 (S),10.0,2023.03.16
M0000010261627,필리밀리 손톱깎이 (S),6.0,2023.03.16
M0000003510417,필리밀리 손톱깎이 (S),10.0,2023.03.16
M0000017274278,필리밀리 손톱깎이 (S),8.0,2023.03.15
M0000016244732,필리밀리 손톱깎이 (S),10.0,2023.03.15
M0000013991256,필리밀리 손톱깎이 (S),10.0,2023.03.14
M0000019909084,필리밀리 손톱깎이 (S),10.0,2023.03.14
M0000004178926,필리밀리 손톱깎이 (S),10.0,2023.03.14
M0000015863377,필리밀리 손톱깎이 (S),8.0,2023.03.14
M0000014601129,C03,10.0,0
M0000004523587,C06,10.0,0
M0000010989752,C03,10.0,C09
M0000010793180,C02,10.0,"C09"""
M0000004306835,필리밀리 손톱깎이 (S),10.0,2023.03.12
M0000013016641,C08,10.0,0
M0000003429485,필리밀리 손톱깎이 (S),2.0,2023.03.11
M0000021186090,필리밀리 손톱깎이 (S),10.0,2023.03.11
M0000015514625,C08,10.0,jiin****
M0000003662177,필리밀리 손톱깎이 (S),10.0,2023.03.11
M0000011442389,"C11""",10.0,N
M0000004055947,필리밀리 손톱깎이 (S),10.0,2023.03.10
M0000019083419,필리밀리 손톱깎이 (S),10.0,2023.03.10
M0000014201340,필리밀리 손톱깎이 (S),10.0,2023.03.09
M0000002298481,필리밀리 손톱깎이 (S),10.0,2023.03.09
M0000004225031,필리밀리 손톱깎이 (S),10.0,2023.03.09
M0000011180194,필리밀리 손톱깎이 (S),10.0,2023.03.09
M0000010498716,필리밀리 손톱깎이 (S),10.0,2023.03.08
M0000002966304,필리밀리 손톱깎이 (S),2.0,2023.03.08
M0000018516526,필리밀리 손톱깎이 (S),10.0,2023.03.08
M0000013199056,C02,10.0,필리밀리 손톱깎이 (S)
M0000002089629,필리밀리 손톱깎이 (S),10.0,2023.03.07
M0000011803990,필리밀리 손톱깎이 (S),8.0,2023.03.07
M0000017218256,필리밀리 손톱깎이 (S),10.0,2023.03.07
M0000013974627,필리밀리 손톱깎이 (S),10.0,2023.03.07
M0000013961951,필리밀리 손톱깎이 (S),6.0,2023.03.07
M0000003990442,필리밀리 손톱깎이 (S),10.0,2023.03.06
M0000014528406,필리밀리 손톱깎이 (S),10.0,2023.03.06
M0000003737016,C09,8.0,0
M0000018478342,필리밀리 손톱깎이 (S),10.0,2023.03.06
M0000017304538,필리밀리 손톱깎이 (S),10.0,2023.03.06
M0000021097799,필리밀리 손톱깎이 (S),2.0,2023.03.05
M0000014341672,필리밀리 손톱깎이 (S),10.0,2023.03.05
M0000020642227,필리밀리 손톱깎이 (S),10.0,2023.03.04
M0000010376484,필리밀리 손톱깎이 (S),10.0,2023.03.04
M0000014731402,C06,6.0,0
M0000014811284,필리밀리 손톱깎이 (S),10.0,2023.03.04
M0000012967274,필리밀리 손톱깎이 (S),10.0,2023.03.04
M0000020005288,필리밀리 손톱깎이 (S),10.0,2023.03.04
M0000003686195,C03,10.0,0
M0000000671260,"C11""",10.0,N
M0000003333632,필리밀리 손톱깎이 (S),10.0,2023.03.04
M0000013303724,필리밀리 손톱깎이 (S),10.0,2023.03.03
M0000012092326,필리밀리 손톱깎이 (S),10.0,2023.03.03
M0000000818517,필리밀리 손톱깎이 (S),10.0,2023.03.03
M0000004753568,C07,10.0,0
M0000016576894,C08,10.0,0
M0000016882601,필리밀리 손톱깎이 (S),2.0,2023.03.03
M0000004737263,C06,10.0,0
M0000016939592,필리밀리 손톱깎이 (S),10.0,2023.03.02
M0000016307284,필리밀리 손톱깎이 (S),10.0,2023.03.02
M0000004127163,필리밀리 손톱깎이 (S),10.0,2023.03.02
M0000018103587,C02,10.0,C07
M0000012037835,필리밀리 손톱깎이 (S),10.0,2023.03.02
M0000010005666,필리밀리 손톱깎이 (S),10.0,2023.03.02
M0000004400202,필리밀리 손톱깎이 (S),10.0,2023.03.02
M0000011273492,필리밀리 손톱깎이 (S),10.0,2023.03.02
M0000010108215,필리밀리 손톱깎이 (S),10.0,2023.03.02
M0000003074115,C06,10.0,필리밀리 손톱깎이 (S)
M0000021495505,필리밀리 손톱깎이 (S),8.0,2023.03.02
M0000015243850,필리밀리 손톱깎이 (S),10.0,2023.03.02
M0000018477278,필리밀리 손톱깎이 (S),8.0,2023.03.02
M0000012730145,필리밀리 손톱깎이 (S),10.0,2023.03.01
M0000004620155,C08,10.0,0
M0000019920039,필리밀리 손톱깎이 (S),10.0,2023.02.28
M0000013615522,C09,10.0,0
M0000021775227,필리밀리 손톱깎이 (S),10.0,2023.02.28
M0000013006007,C06,10.0,0
M0000019655187,필리밀리 손톱깎이 (S),8.0,2023.02.27
M0000012425613,C05,10.0,0
M0000003608942,필리밀리 손톱깎이 (S),10.0,2023.02.27
M0000003660903,C07,8.0,0
M0000013722409,C04,10.0,0
M0000012653253,C03,8.0,0
M0000018844138,C04,8.0,poo****
M0000000401095,필리밀리 손톱깎이 (S),10.0,2023.02.26
M0000018777244,필리밀리 손톱깎이 (S),10.0,2023.02.26
M0000012565015,필리밀리 손톱깎이 (S),10.0,2023.02.26
M0000016569871,필리밀리 손톱깎이 (S),10.0,2023.02.26
M0000003816486,"C06""",10.0,N
M0000020331394,필리밀리 손톱깎이 (S),10.0,2023.02.26
M0000004120702,필리밀리 손톱깎이 (S),10.0,2023.02.25
M0000019071880,C04,8.0,k202109053****
M0000004148794,필리밀리 손톱깎이 (S),10.0,2023.02.24
M0000013941055,필리밀리 손톱깎이 (S),10.0,2023.02.24
M0000017149614,필리밀리 손톱깎이 (S),10.0,2023.02.24
M0000003851057,C06,6.0,0
M0000016812732,필리밀리 손톱깎이 (S),10.0,2023.02.23
M0000012346980,필리밀리 손톱깎이 (S),10.0,2023.02.23
M0000015546032,필리밀리 손톱깎이 (S),10.0,2023.02.23
M0000013541762,필리밀리 손톱깎이 (S),10.0,2023.02.22
M0000011560567,필리밀리 손톱깎이 (S),10.0,2023.02.21
M0000017496220,W.DRESSROOM 퍼퓸 핸드크림 No.30 화이트머스크 50ml,10.0,2023.04.25
M0000002094913,W.DRESSROOM 퍼퓸 핸드크림 No.30 화이트머스크 50ml,10.0,2023.04.25
M0000020176737,W.DRESSROOM 퍼퓸 핸드크림 No.30 화이트머스크 50ml,8.0,2023.04.25
M0000012315178,W.DRESSROOM 퍼퓸 핸드크림 No.30 화이트머스크 50ml,10.0,2023.04.24
M0000002211241,W.DRESSROOM 퍼퓸 핸드크림 No.30 화이트머스크 50ml,10.0,2023.04.24
M0000014476300,W.DRESSROOM 퍼퓸 핸드크림 No.30 화이트머스크 50ml,10.0,2023.04.23
M0000020235041,C04,10.0,C11
M0000010103755,C05,10.0,W.DRESSROOM 퍼퓸 핸드크림 No.30 화이트머스크 50ml
M0000018872771,W.DRESSROOM 퍼퓸 핸드크림 No.30 화이트머스크 50ml,10.0,2023.04.21
M0000018872771,W.DRESSROOM 퍼퓸 핸드크림 No.30 화이트머스크 50ml,10.0,2023.04.21
M0000019336783,W.DRESSROOM 퍼퓸 핸드크림 No.30 화이트머스크 50ml,10.0,2023.04.21
M0000022101483,W.DRESSROOM 퍼퓸 핸드크림 No.30 화이트머스크 50ml,10.0,2023.04.20
M0000010129030,W.DRESSROOM 퍼퓸 핸드크림 No.30 화이트머스크 50ml,10.0,2023.04.20
M0000013636740,W.DRESSROOM 퍼퓸 핸드크림 No.30 화이트머스크 50ml,10.0,2023.04.19
M0000010989926,W.DRESSROOM 퍼퓸 핸드크림 No.30 화이트머스크 50ml,10.0,2023.04.19
M0000003762200,"C09""",10.0,N
M0000018578203,C03,10.0,0
M0000019598994,W.DRESSROOM 퍼퓸 핸드크림 No.30 화이트머스크 50ml,10.0,2023.04.18
M0000017118548,W.DRESSROOM 퍼퓸 핸드크림 No.30 화이트머스크 50ml,10.0,2023.04.18
M0000010896770,W.DRESSROOM 퍼퓸 핸드크림 No.30 화이트머스크 50ml,10.0,2023.04.16
M0000016450321,W.DRESSROOM 퍼퓸 핸드크림 No.30 화이트머스크 50ml,10.0,2023.04.16
M0000018692397,W.DRESSROOM 퍼퓸 핸드크림 No.30 화이트머스크 50ml,10.0,2023.04.16
M0000021423580,W.DRESSROOM 퍼퓸 핸드크림 No.30 화이트머스크 50ml,10.0,2023.04.15
M0000010772759,W.DRESSROOM 퍼퓸 핸드크림 No.30 화이트머스크 50ml,10.0,2023.04.15
M0000021657664,W.DRESSROOM 퍼퓸 핸드크림 No.30 화이트머스크 50ml,10.0,2023.04.15
M0000003730008,W.DRESSROOM 퍼퓸 핸드크림 No.30 화이트머스크 50ml,10.0,2023.04.15
M0000010615622,C02,6.0,0
M0000022054428,W.DRESSROOM 퍼퓸 핸드크림 No.30 화이트머스크 50ml,10.0,2023.04.13
M0000014781875,W.DRESSROOM 퍼퓸 핸드크림 No.30 화이트머스크 50ml,10.0,2023.04.13
M0000016732555,W.DRESSROOM 퍼퓸 핸드크림 No.30 화이트머스크 50ml,10.0,2023.04.12
M0000013951713,W.DRESSROOM 퍼퓸 핸드크림 No.30 화이트머스크 50ml,10.0,2023.04.12
M0000014774542,W.DRESSROOM 퍼퓸 핸드크림 No.30 화이트머스크 50ml,10.0,2023.04.12
M0000012297498,W.DRESSROOM 퍼퓸 핸드크림 No.30 화이트머스크 50ml,10.0,2023.04.12
M0000019912524,W.DRESSROOM 퍼퓸 핸드크림 No.30 화이트머스크 50ml,10.0,2023.04.11
M0000019180124,W.DRESSROOM 퍼퓸 핸드크림 No.30 화이트머스크 50ml,10.0,2023.04.10
M0000018716987,W.DRESSROOM 퍼퓸 핸드크림 No.30 화이트머스크 50ml,10.0,2023.04.10
M0000014577764,W.DRESSROOM 퍼퓸 핸드크림 No.30 화이트머스크 50ml,10.0,2023.04.10
M0000020632162,W.DRESSROOM 퍼퓸 핸드크림 No.30 화이트머스크 50ml,10.0,2023.04.10
M0000003383456,C05,10.0,"C11"""
M0000001695210,C04,10.0,0
M0000000113768,W.DRESSROOM 퍼퓸 핸드크림 No.30 화이트머스크 50ml,10.0,2023.04.01
M0000001203651,W.DRESSROOM 퍼퓸 핸드크림 No.30 화이트머스크 50ml,10.0,2023.03.29
M0000004727807,W.DRESSROOM 퍼퓸 핸드크림 No.30 화이트머스크 50ml,10.0,2023.03.24
M0000004727807,W.DRESSROOM 퍼퓸 핸드크림 No.30 화이트머스크 50ml,10.0,2023.03.24
M0000010714897,W.DRESSROOM 퍼퓸 핸드크림 No.30 화이트머스크 50ml,10.0,2023.03.20
M0000011570693,"C10""",10.0,N
M0000014488612,W.DRESSROOM 퍼퓸 핸드크림 No.30 화이트머스크 50ml,10.0,2023.03.19
M0000019875353,W.DRESSROOM 퍼퓸 핸드크림 No.30 화이트머스크 50ml,10.0,2023.03.18
M0000017751932,W.DRESSROOM 퍼퓸 핸드크림 No.30 화이트머스크 50ml,6.0,2023.03.16
M0000000113768,W.DRESSROOM 퍼퓸 핸드크림 No.30 화이트머스크 50ml,10.0,2023.03.13
M0000017907848,W.DRESSROOM 퍼퓸 핸드크림 No.30 화이트머스크 50ml,10.0,2023.03.10
M0000017455038,W.DRESSROOM 퍼퓸 핸드크림 No.30 화이트머스크 50ml,10.0,2023.03.08
M0000013130431,W.DRESSROOM 퍼퓸 핸드크림 No.30 화이트머스크 50ml,10.0,2023.03.05
M0000019180124,W.DRESSROOM 퍼퓸 핸드크림 No.30 화이트머스크 50ml,10.0,2023.03.05
M0000010882560,W.DRESSROOM 퍼퓸 핸드크림 No.30 화이트머스크 50ml,10.0,2023.03.04
M0000018874664,W.DRESSROOM 퍼퓸 핸드크림 No.30 화이트머스크 50ml,10.0,2023.03.04
M0000018874664,W.DRESSROOM 퍼퓸 핸드크림 No.30 화이트머스크 50ml,10.0,2023.03.04
M0000016561864,W.DRESSROOM 퍼퓸 핸드크림 No.30 화이트머스크 50ml,10.0,2023.03.04
M0000010847845,C07,10.0,0
M0000021198862,"C05""",10.0,N
M0000012746327,W.DRESSROOM 퍼퓸 핸드크림 No.30 화이트머스크 50ml,10.0,2023.02.26
M0000019021528,W.DRESSROOM 퍼퓸 핸드크림 No.30 화이트머스크 50ml,10.0,2023.02.26
M0000014280022,W.DRESSROOM 퍼퓸 핸드크림 No.30 화이트머스크 50ml,10.0,2023.02.23
M0000020810611,W.DRESSROOM 퍼퓸 핸드크림 No.30 화이트머스크 50ml,10.0,2023.02.22
M0000010682266,W.DRESSROOM 퍼퓸 핸드크림 No.30 화이트머스크 50ml,10.0,2023.02.22
M0000000686002,"C06""",10.0,N
M0000011073340,C02,6.0,wjdwldnj****
M0000002616811,C06,10.0,0
M0000003960788,C05,10.0,"C13"""
M0000013832244,"C09""",10.0,N
M0000003842090,"C08""",10.0,N
M0000003658222,"C09""",10.0,N
M0000020906585,C06,8.0,0
M0000003780260,C06,8.0,ys****
M0000000647606,"C09""",10.0,N
M0000010079977,C06,10.0,dltmfrl****
M0000013832244,"C09""",8.0,N
M0000020906585,C06,8.0,0
M0000003515219,C02,10.0,C09
M0000003780260,C06,8.0,ys****
